City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
694,Mocuba,MZ,-16.8392,36.9856,72.09,99,90,1.57,light rain
695,Kettering,US,39.6895,-84.1688,23.25,85,100,10.36,overcast clouds
696,Creston,US,41.0586,-94.3614,21.85,38,0,5.75,clear sky
697,Trat,TH,12.5,102.5,82.98,88,78,2.08,broken clouds
698,Yumen,CN,40.2833,97.2,24.13,49,88,13.13,overcast clouds
699,Xining,CN,36.6167,101.7667,9.19,75,9,2.35,clear sky
700,Abu Samrah,SY,35.3029,37.1841,47.43,70,0,7.52,clear sky
701,Bahia De Caraquez,EC,-0.6,-80.4167,77.9,81,94,6.67,overcast clouds
702,Virginia Beach,US,36.8529,-75.978,39.99,79,100,21.85,overcast clouds
703,Whitianga,NZ,-36.8333,175.7,72.01,62,5,4.83,clear sky
704,Harper,LR,4.375,-7.7169,77.81,85,52,4.12,broken clouds
705,Kudahuvadhoo,MV,2.6708,72.8944,80.49,78,99,8.61,overcast clouds
706,Kropachevo,RU,55.0112,57.9896,2.07,100,100,2.89,overcast clouds
707,Mehamn,NO,71.0357,27.8492,22.95,86,75,17.27,light snow
708,Aykhal,RU,66.0,111.5,-8.19,49,51,1.28,broken clouds
709,Nadapuram,IN,11.7,75.6667,72.36,86,42,3.62,scattered clouds
710,Opole,PL,50.5,18.0,36.7,71,1,18.03,clear sky
711,Lingao,CN,19.9103,109.6859,62.6,88,100,10.0,overcast clouds
712,Sur,OM,22.5667,59.5289,71.13,69,0,12.64,clear sky
713,Kashi,CN,39.4547,75.9797,31.23,57,4,3.0,clear sky
714,Arawa,PG,-6.2132,155.5367,82.0,80,85,3.09,overcast clouds
715,Luan,CH,46.3592,6.9759,30.76,79,9,8.16,clear sky
716,Mae Hong Son,TH,19.3003,97.9685,55.22,40,43,2.06,scattered clouds
717,Buckeye,US,33.3703,-112.5838,83.03,10,1,8.05,clear sky
718,Aklavik,CA,68.2191,-135.0107,-28.48,96,100,8.34,light snow
719,Kunya,NG,12.2233,8.5325,69.69,13,3,8.63,clear sky
720,Bell Ville,AR,-32.6259,-62.6887,71.85,27,0,4.45,clear sky
721,Carlagan,PH,14.975,122.0456,76.84,86,97,9.15,overcast clouds
722,Byron Bay,AU,-28.65,153.6167,75.87,80,74,7.87,broken clouds
723,Melchor De Mencos,GT,17.0686,-89.1522,72.43,98,60,3.42,broken clouds
724,Tazovskiy,RU,67.4667,78.7,-9.09,96,44,10.6,scattered clouds
725,San Diego De La Union,MX,21.4667,-100.8667,59.09,48,92,13.58,overcast clouds
726,Chifeng,CN,42.2683,118.9636,3.27,94,98,3.67,overcast clouds
727,Tonantins,BR,-2.8731,-67.8022,73.81,99,100,0.76,moderate rain
728,Balkhash,KZ,46.844,74.9804,13.82,97,100,4.52,overcast clouds
729,Casper,US,42.8666,-106.3131,45.19,33,0,11.5,clear sky
730,Slavutych,UA,51.5196,30.7343,31.19,67,47,8.01,scattered clouds
731,Goure,NE,13.9835,10.2704,72.01,11,1,8.08,clear sky
732,Richards Bay,ZA,-28.783,32.0377,75.79,92,76,5.79,broken clouds
733,Maraa,BR,-1.8333,-65.3667,76.39,86,99,1.3,overcast clouds
734,Pedernales,DO,18.0384,-71.744,78.94,69,10,3.24,clear sky
735,Muhos,FI,64.808,25.9931,33.58,98,100,10.09,light snow
736,Magadan,RU,59.5667,150.8,-1.52,66,55,9.33,broken clouds
737,Acandi,CO,8.5063,-77.2778,78.66,87,39,9.22,scattered clouds
738,Lake Havasu City,US,34.4839,-114.3224,82.31,5,0,4.61,clear sky
739,Mount Gambier,AU,-37.8333,140.7667,64.31,72,100,12.66,overcast clouds
740,Burley,US,42.5357,-113.7928,40.96,56,0,4.61,clear sky
741,Dinghai,CN,26.2847,119.7936,52.07,85,100,16.28,overcast clouds
742,Muravlenko,RU,63.7898,74.523,-16.2,100,98,8.68,overcast clouds
743,Mormugao,IN,15.4,73.8,72.03,69,0,6.35,clear sky
744,Igarka,RU,67.4667,86.5833,-12.32,91,15,7.25,few clouds
